_id,userid,prizeid,status,receiveoption,createdtm
59572b6be4b0e9517d6bb413,5947fc1ee4b0b13004022c35,1498801602965,WAITING,USERRECV,2017-07-01 11:56:11
595727e8e4b0f93e9119d368,59560a0de4b0e9517d6ba397,1498801602965,WAITING,USERRECV,2017-07-01 11:41:12
59572954e4b0e9517d6bb3b1,59388883e4b0a0f774fddf49,1498801602965,WAITING,USERRECV,2017-07-01 11:47:16
595724b3e4b03f87dbd93050,594a24b2e4b0db45c7125cb7,1498801602965,WAITING,USERRECV,2017-07-01 11:27:31
59572a75e4b0d5a5c805d35b,5957211ce4b0d7f3f9e47783,1498801602965,WAITING,USERRECV,2017-07-01 11:52:05
5957294be4b0f93e9119d3ad,59572879e4b03f87dbd930e3,1498801602965,WAITING,USERRECV,2017-07-01 11:47:07
59572674e4b03df509b8fd27,592e06a4e4b09c162d709c45,1498801602965,WAITING,USERRECV,2017-07-01 11:35:00
595726e7e4b0d5a5c805d2a8,592da6ace4b09c162d70873f,1498801602965,WAITING,USERRECV,2017-07-01 11:36:55
59572a9fe4b0d74b13f640d4,592e01ade4b0a4ee112b99db,1498801602965,WAITING,USERRECV,2017-07-01 11:52:47
59572773e4b0d5a5c805d2ce,592e1b3de4b09c162d70ab45,1498801602965,WAITING,USERRECV,2017-07-01 11:39:15
5957224ce4b03df509b8fcc1,592dbb1ee4b09c162d708eb8,1498837653512,DELIVERED,USERRECV,2017-07-01 11:17:16
59576979e4b0d74b13f64b48,592dd89ee4b09c162d709322,1498637637799,DELIVERED,USERRECV,2017-07-01 16:20:57
59572ebfe4b007e80dc144db,592e06a4e4b09c162d709c45,1498637637799,DELIVERED,USERRECV,2017-07-01 12:10:23
5957730ae4b0d74b13f64c7a,592e06a4e4b09c162d709c45,1498637637799,DELIVERED,USERRECV,2017-07-01 17:01:46
59577e92e4b0d5a5c805df8a,59573c20e4b0d7f3f9e47c98,1498637637799,DELIVERED,USERRECV,2017-07-01 17:50:58
5957397ce4b0e9517d6bb6cd,592e307ae4b0a4ee112bbf50,1498637637799,DELIVERED,USERRECV,2017-07-01 12:56:12
595787c4e4b03df509b90b7e,592e06a4e4b09c162d709c45,1498809602523,WAITING,USERRECV,2017-07-01 18:30:12
595785e1e4b0d74b13f64f3a,592e1c65e4b09c162d70ac5b,1498637637799,DELIVERED,USERRECV,2017-07-01 18:22:09
59578995e4b0d5a5c805e155,59578746e4b0d74b13f64f59,1498637637799,DELIVERED,USERRECV,2017-07-01 18:37:57
59578863e4b01cb1aa778792,592e18a9e4b09c162d70a9af,1498463838024,WAITING,DELIVERY,2017-07-01 18:32:51
59578092e4b0d74b13f64e5e,592da6e4e4b09c162d708759,1498637637799,DELIVERED,USERRECV,2017-07-01 17:59:30
595780fbe4b0d74b13f64e6b,59575213e4b0d5a5c805d9e0,1498637637799,DELIVERED,USERRECV,2017-07-01 18:01:15
5957892ae4b03df509b90ba9,593ccd51e4b06f7fcb9e57dd,1498637637799,DELIVERED,USERRECV,2017-07-01 18:36:10
59578c58e4b0d74b13f64fda,593fa440e4b09485024fd81d,1498461455280,WAITING,DELIVERY,2017-07-01 18:49:44
59578c17e4b0d5a5c805e198,593fa440e4b09485024fd81d,1498483110946,WAITING,DELIVERY,2017-07-01 18:48:39
595789c8e4b0d7f3f9e487ff,593fa440e4b09485024fd81d,1498461455280,WAITING,DELIVERY,2017-07-01 18:38:48
59578f53e4b03df509b90c58,59357b7ae4b0a0f774fcfd9f,1498637637799,DELIVERED,USERRECV,2017-07-01 19:02:27
59579862e4b0d7f3f9e48965,594f9757e4b0b1300403202c,1498483110946,WAITING,DELIVERY,2017-07-01 19:41:06
5957929ee4b0cc171ed74660,59575213e4b0d5a5c805d9e0,1498463411679,WAITING,DELIVERY,2017-07-01 19:16:30
5957294fe4b0e9517d6bb3af,592e1e6ae4b0a4ee112bad2f,1498801602965,WAITING,USERRECV,2017-07-01 11:47:11
59572b31e4b0d5a5c805d379,592db9ace4b0a4ee112b8e63,1498801602965,WAITING,USERRECV,2017-07-01 11:55:13
5957272ee4b03f87dbd93095,592e26bfe4b09c162d70b489,1498801602965,WAITING,USERRECV,2017-07-01 11:38:06
595736f3e4b0d7f3f9e47b96,592e307ae4b0a4ee112bbf50,1498801602965,WAITING,USERRECV,2017-07-01 12:45:23
595737e7e4b0d7f3f9e47bb1,592fff39e4b0a4ee112c8360,1498837653512,DELIVERED,USERRECV,2017-07-01 12:49:27
5957376fe4b01cb1aa777c3f,594e66e5e4b0db45c712f25b,1498461455280,WAITING,DELIVERY,2017-07-01 12:47:27
59572d35e4b0f93e9119d46f,592e0f1ae4b0a4ee112ba158,1498801602965,WAITING,USERRECV,2017-07-01 12:03:49
59572c6ee4b0d7f3f9e4796f,59572b2ae4b03df509b8fe33,1498801602965,WAITING,USERRECV,2017-07-01 12:00:30
595731ace4b0cc171ed738a9,592e2cd1e4b09c162d70bbae,1498801602965,WAITING,USERRECV,2017-07-01 12:22:52
595736a1e4b0d5a5c805d563,5947ecaee4b0b1300402298c,1498801602965,WAITING,USERRECV,2017-07-01 12:44:01
59572d48e4b0d74b13f64159,595239e0e4b0db45c71375f2,1498801602965,WAITING,USERRECV,2017-07-01 12:04:08
59573d93e4b0f93e9119d74d,593fa440e4b09485024fd81d,1498461455280,WAITING,DELIVERY,2017-07-01 13:13:39
59573e42e4b0d7f3f9e47cec,594f4e90e4b0db45c7130476,1498837653512,DELIVERED,USERRECV,2017-07-01 13:16:34
5957476ae4b0d74b13f6461f,59570cfbe4b007e80dc14073,1498837653512,DELIVERED,USERRECV,2017-07-01 13:55:38
5957459be4b0f93e9119d8b0,59574119e4b0f93e9119d7e0,1498837653512,DELIVERED,USERRECV,2017-07-01 13:47:55
59573ebce4b03f87dbd93509,59573a48e4b0d5a5c805d605,1498837653512,DELIVERED,USERRECV,2017-07-01 13:18:36
595744cae4b03df509b9028c,59561a3ee4b0d7f3f9e46a9a,1498837653512,DELIVERED,USERRECV,2017-07-01 13:44:26
595753d9e4b0cc171ed73e38,59565951e4b0f93e9119c969,1498447694156,WAITING,DELIVERY,2017-07-01 14:48:41
59575193e4b0d5a5c805d9d2,59305808e4b0a4ee112ca86d,1498837653512,DELIVERED,USERRECV,2017-07-01 14:38:59
59571e97e4b0e9517d6bb22e,592df68ae4b09c162d709701,1498637637799,DELIVERED,USERRECV,2017-07-01 11:01:27
59576104e4b03df509b90606,594e0b32e4b0b1300402f50d,1498837653512,DELIVERED,USERRECV,2017-07-01 15:44:52
5957605fe4b0d5a5c805db6f,59571b32e4b0e9517d6bb1ad,1498462885172,WAITING,DELIVERY,2017-07-01 15:42:07
595771e6e4b03f87dbd93ce2,592e1c65e4b09c162d70ac5b,1498638173188,DELIVERED,USERRECV,2017-07-01 16:56:54
59576d0be4b03f87dbd93c58,59571e9ae4b0d7f3f9e47735,1498637637799,DELIVERED,USERRECV,2017-07-01 16:36:11
59576a88e4b0e9517d6bbe6d,592eb734e4b09c162d710bd0,1498637637799,DELIVERED,USERRECV,2017-07-01 16:25:28
59576ef8e4b0f93e9119ddeb,5931927fe4b0a4ee112d046a,1498483110946,WAITING,DELIVERY,2017-07-01 16:44:24
5957260ae4b0cc171ed735e9,592dbb1ee4b09c162d708eb8,1498837653512,DELIVERED,USERRECV,2017-07-01 11:33:14
59576a9ae4b0d7f3f9e483ad,592eae97e4b0a4ee112c09e2,1498637637799,DELIVERED,USERRECV,2017-07-01 16:25:46
595777b3e4b0d7f3f9e4857f,593bb2cae4b024ae2fe570d9,1498463411679,WAITING,DELIVERY,2017-07-01 17:21:39
59577542e4b0d5a5c805de9c,595742c5e4b0d7f3f9e47e21,1498637637799,DELIVERED,USERRECV,2017-07-01 17:11:14
59577ed0e4b0cc171ed74397,5934d68be4b0a0f774fcca67,1498637637799,DELIVERED,USERRECV,2017-07-01 17:52:00
59578054e4b03df509b90a38,59533bfde4b0db45c713a01a,1498637637799,DELIVERED,USERRECV,2017-07-01 17:58:28
59578c21e4b007e80dc1522d,592f9662e4b09c162d715ac3,1498483110946,WAITING,DELIVERY,2017-07-01 18:48:49
59578d96e4b0cc171ed745d2,593fa440e4b09485024fd81d,1498461455280,WAITING,DELIVERY,2017-07-01 18:55:02
59578328e4b03f87dbd93f8c,595757fce4b0d74b13f6487f,1498637637799,DELIVERED,USERRECV,2017-07-01 18:10:32
5957816ce4b03f87dbd93f2d,59574a92e4b0d74b13f64690,1498637637799,DELIVERED,USERRECV,2017-07-01 18:03:08
595782bce4b0cc171ed7446e,592da0bae4b0a4ee112b8545,1498637637799,DELIVERED,USERRECV,2017-07-01 18:08:44
59578d5ae4b03f87dbd940ae,593fa440e4b09485024fd81d,1498483110946,WAITING,DELIVERY,2017-07-01 18:54:02
59578bbfe4b0e9517d6bc2e7,593fa440e4b09485024fd81d,1498461455280,WAITING,DELIVERY,2017-07-01 18:47:11
59578374e4b03df509b90ab5,595762b1e4b0f93e9119dc3c,1498637637799,DELIVERED,USERRECV,2017-07-01 18:11:48
59578b9fe4b03f87dbd94068,593fa440e4b09485024fd81d,1498461455280,WAITING,DELIVERY,2017-07-01 18:46:39
59578d22e4b0d5a5c805e1aa,593fa440e4b09485024fd81d,1498483110946,WAITING,DELIVERY,2017-07-01 18:53:06
59579111e4b007e80dc152d2,592f9ae0e4b09c162d715cb2,1498637637799,DELIVERED,USERRECV,2017-07-01 19:09:53
59578c97e4b0cc171ed74584,595418d1e4b0b1300403ecff,1498637637799,DELIVERED,USERRECV,2017-07-01 18:50:47
59578734e4b0d7f3f9e487a6,595377dde4b0b1300403c4fa,1498637637799,DELIVERED,USERRECV,2017-07-01 18:27:48
5957a8d8e4b0e9517d6bc4f7,5945552ee4b0db45c711c290,1498483110946,WAITING,DELIVERY,2017-07-01 20:51:20
5957a8fee4b0d7f3f9e48a6c,5945552ee4b0db45c711c290,1498483110946,WAITING,DELIVERY,2017-07-01 20:51:58
5957a579e4b0d7f3f9e48a27,5945552ee4b0db45c711c290,1498483110946,WAITING,DELIVERY,2017-07-01 20:36:57
5957b067e4b01cb1aa778a32,5945552ee4b0db45c711c290,1498483110946,WAITING,DELIVERY,2017-07-01 21:23:35
5957b0d5e4b007e80dc154a6,594f9757e4b0b1300403202c,1498447694156,WAITING,DELIVERY,2017-07-01 21:25:25
5957b4e9e4b0d5a5c805e3f6,593fec94e4b0db45c710f6e6,1498462885172,WAITING,DELIVERY,2017-07-01 21:42:49
5957b0ebe4b03df509b90e8a,594f9757e4b0b1300403202c,1498463838024,WAITING,DELIVERY,2017-07-01 21:25:47
5957b17be4b0d5a5c805e3dc,592da035e4b0a4ee112b8505,1498637637799,DELIVERED,USERRECV,2017-07-01 21:28:11
5957b929e4b01cb1aa778a91,592ec542e4b09c162d711422,1498463411679,WAITING,DELIVERY,2017-07-01 22:00:57
5957d19ce4b03df509b90fd1,5950a7ace4b0db45c7132c78,1498447694156,WAITING,DELIVERY,2017-07-01 23:45:16
5957d169e4b0d5a5c805e4ef,59560212e4b0cc171ed72519,1498447694156,WAITING,USERRECV,2017-07-01 23:44:25
5957db80e4b0e9517d6bc6ce,5936d932e4b0c2218ce80b0f,1498463838024,WAITING,DELIVERY,2017-07-02 00:27:28
5957e6e7e4b0d74b13f6550a,5957144fe4b0d7f3f9e4760e,1498462885172,WAITING,DELIVERY,2017-07-02 01:16:07
5957f321e4b01cb1aa778c69,59573196e4b0d5a5c805d4aa,1498462885172,WAITING,DELIVERY,2017-07-02 02:08:17
5957fa43e4b03df509b910ed,592e3df1e4b0a4ee112bc86a,1498462885172,WAITING,USERRECV,2017-07-02 02:38:43
595835b9e4b03f87dbd945ee,592eb734e4b09c162d710bd0,1498447694156,WAITING,DELIVERY,2017-07-02 06:52:25
59583d59e4b0cc171ed74b57,5950fa79e4b0b130040351bf,1498483110946,WAITING,DELIVERY,2017-07-02 07:24:57
59584b24e4b0cc171ed74bd8,593fcd11e4b09485024fdf3b,1498463411679,WAITING,DELIVERY,2017-07-02 08:23:48
59584ac4e4b03f87dbd9468b,593fcd11e4b09485024fdf3b,1498463838024,WAITING,DELIVERY,2017-07-02 08:22:12
59579341e4b0e9517d6bc3b1,59560e6ae4b0d7f3f9e469a8,1498637637799,DELIVERED,USERRECV,2017-07-01 19:19:13
5957987fe4b0d74b13f65167,594f9757e4b0b1300403202c,1498463838024,WAITING,DELIVERY,2017-07-01 19:41:35
5957a8c5e4b0e9517d6bc4f2,592f8edbe4b0a4ee112c5813,1498637637799,DELIVERED,USERRECV,2017-07-01 20:51:01
5957a64ce4b0e9517d6bc4d4,5957a278e4b0d7f3f9e489ed,1498461455280,WAITING,USERRECV,2017-07-01 20:40:28
59579ff4e4b0d74b13f651f7,595377dde4b0b1300403c4fa,1498461455280,WAITING,DELIVERY,2017-07-01 20:13:24
5957b47ee4b03f87dbd94368,593fec94e4b0db45c710f6e6,1498461455280,WAITING,DELIVERY,2017-07-01 21:41:02
5957b094e4b01cb1aa778a36,5945552ee4b0db45c711c290,1498483110946,WAITING,DELIVERY,2017-07-01 21:24:20
5957b295e4b01cb1aa778a44,593542bee4b0a0f774fceb70,1498637637799,DELIVERED,USERRECV,2017-07-01 21:32:53
5957b6c1e4b0e9517d6bc59b,59573b0de4b0e9517d6bb733,1498637637799,DELIVERED,USERRECV,2017-07-01 21:50:41
5957b5c0e4b0e9517d6bc591,593fec94e4b0db45c710f6e6,1498483110946,WAITING,DELIVERY,2017-07-01 21:46:24
5957c140e4b03df509b90f3d,593bf69de4b06f7fcb9e36d9,1498447694156,WAITING,DELIVERY,2017-07-01 22:35:28
5957d19ae4b03f87dbd944b1,592eb734e4b09c162d710bd0,1498483110946,WAITING,DELIVERY,2017-07-01 23:45:14
5957d178e4b0d7f3f9e48c28,5950a7ace4b0db45c7132c78,1498447694156,WAITING,DELIVERY,2017-07-01 23:44:40
5957c9d2e4b03f87dbd9446a,593cd57ce4b06f7fcb9e5a7d,1498461455280,WAITING,DELIVERY,2017-07-01 23:12:02
5957df92e4b0f93e9119e573,592e1c19e4b0a4ee112babbf,1498463411679,WAITING,DELIVERY,2017-07-02 00:44:50
5957fd2ce4b0cc171ed74b07,59550930e4b0b13004041b8f,1498447694156,WAITING,DELIVERY,2017-07-02 02:51:08
5957f2f6e4b03df509b910d1,59573196e4b0d5a5c805d4aa,1498462885172,WAITING,DELIVERY,2017-07-02 02:07:34
5957f2a8e4b0d74b13f65558,59573196e4b0d5a5c805d4aa,1498462885172,WAITING,DELIVERY,2017-07-02 02:06:16
59583609e4b0f93e9119e680,592eb734e4b09c162d710bd0,1498483110946,WAITING,DELIVERY,2017-07-02 06:53:45
59585cb7e4b01cb1aa778dbe,592e44f3e4b09c162d70cb92,1498463411679,WAITING,DELIVERY,2017-07-02 09:38:47
59585f70e4b007e80dc1584a,59573346e4b007e80dc145a1,1498447694156,WAITING,DELIVERY,2017-07-02 09:50:24
59585d35e4b0cc171ed74c31,5931787be4b0a4ee112cfab3,1498461455280,WAITING,DELIVERY,2017-07-02 09:40:53
59585d17e4b03f87dbd946e6,592e44f3e4b09c162d70cb92,1498463411679,WAITING,DELIVERY,2017-07-02 09:40:23
5958585be4b0cc171ed74c21,5955d2cce4b03f87dbd91c90,1498483110946,WAITING,DELIVERY,2017-07-02 09:20:11
59587555e4b01cb1aa778e62,593b7dbee4b024ae2fe562a8,1498462885172,WAITING,DELIVERY,2017-07-02 11:23:49
59587523e4b03f87dbd9478c,593b7dbee4b024ae2fe562a8,1498462885172,WAITING,DELIVERY,2017-07-02 11:22:59
59587afbe4b03f87dbd94828,59550e92e4b0db45c7140ab8,1498483110946,WAITING,DELIVERY,2017-07-02 11:47:55
59587629e4b0d74b13f65789,593b7dbee4b024ae2fe562a8,1498447694156,WAITING,DELIVERY,2017-07-02 11:27:21
59587dd2e4b0d7f3f9e49028,5957576ee4b0d5a5c805da98,1498447694156,WAITING,DELIVERY,2017-07-02 12:00:02
595894a3e4b03f87dbd94a0c,592e3a05e4b09c162d70c579,1498463411679,WAITING,DELIVERY,2017-07-02 13:37:23
59588fcde4b0f93e9119ea89,5954d064e4b0db45c713fad8,1498483110946,WAITING,DELIVERY,2017-07-02 13:16:45
59589017e4b0d74b13f659fc,5954d064e4b0db45c713fad8,1498483110946,WAITING,DELIVERY,2017-07-02 13:17:59
595891bee4b0d7f3f9e491bf,592e18a9e4b09c162d70a9af,1498463838024,WAITING,DELIVERY,2017-07-02 13:25:02
59589139e4b03df509b91551,592e18a9e4b09c162d70a9af,1498463411679,WAITING,DELIVERY,2017-07-02 13:22:49
59588f50e4b007e80dc15b45,5953844ee4b0b1300403c817,1498463838024,WAITING,DELIVERY,2017-07-02 13:14:40
595891b5e4b0cc171ed74f31,592e18a9e4b09c162d70a9af,1498483110946,WAITING,DELIVERY,2017-07-02 13:24:53
5958912ce4b0cc171ed74f2b,592e18a9e4b09c162d70a9af,1498463411679,WAITING,DELIVERY,2017-07-02 13:22:36
59583d33e4b007e80dc15752,5950fa79e4b0b130040351bf,1498483110946,WAITING,DELIVERY,2017-07-02 07:24:19
595846eee4b007e80dc1579f,594a24b2e4b0db45c7125cb7,1498447694156,WAITING,USERRECV,2017-07-02 08:05:50
59585c82e4b01cb1aa778dbb,592e44f3e4b09c162d70cb92,1498463411679,WAITING,DELIVERY,2017-07-02 09:37:54
59585d77e4b0d5a5c805e71e,5931787be4b0a4ee112cfab3,1498483110946,WAITING,DELIVERY,2017-07-02 09:41:59
59585ce1e4b0e9517d6bc912,592e44f3e4b09c162d70cb92,1498463411679,WAITING,DELIVERY,2017-07-02 09:39:29
59585d88e4b0f93e9119e76f,5931787be4b0a4ee112cfab3,1498461455280,WAITING,DELIVERY,2017-07-02 09:42:16
59585d00e4b0d74b13f656e1,592e44f3e4b09c162d70cb92,1498463411679,WAITING,DELIVERY,2017-07-02 09:40:00
